location,landmark,state,country,lon_location,lat_location,type,ratings,total_reviews
Urban Eatery,Imperial Palace of New York,New York,USA,-91.813774,30.300447,restaurant,5.0,1483
Blue Bite,Imperial Palace of New York,New York,USA,-91.788544,30.310119,restaurant,4.5,177
Vintage Bar & Grill,Imperial Palace of New York,New York,USA,-91.806575,30.279685,restaurant,3.7,567
Vintage Bistro,Imperial Palace of New York,New York,USA,-91.787771,30.301429,restaurant,3.8,2915
Hidden Tavern,Imperial Palace of New York,New York,USA,-91.783874,30.285581,restaurant,4.4,2992
Golden Oven,Imperial Palace of New York,New York,USA,-91.783438,30.28542,restaurant,4.0,2420
The Rustic Steakhouse,Imperial Palace of New York,New York,USA,-91.777394,30.301902,restaurant,4.9,1587
Vibrant Tavern,Imperial Palace of New York,New York,USA,-91.776891,30.286803,restaurant,4.4,2619
Crispy Tavern,Imperial Palace of New York,New York,USA,-91.810473,30.309769,restaurant,4.8,2509
Ancient Castle of New York,Ancient Castle of New York,New York,USA,-91.63863,29.788987,place,4.5,53571
Grand Resort,Ancient Castle of New York,New York,USA,-91.638391,29.782636,hotel,4.7,4115
Heritage Spa,Ancient Castle of New York,New York,USA,-91.641289,29.783475,hotel,4.8,3866
Royal Suites,Ancient Castle of New York,New York,USA,-91.65251,29.776033,hotel,4.0,2312
Sunset Residences,Ancient Castle of New York,New York,USA,-91.626302,29.790514,hotel,4.0,3668
Royal Villa,Ancient Castle of New York,New York,USA,-91.629389,29.779723,hotel,4.7,809
Pearl Resort,Ancient Castle of New York,New York,USA,-91.623365,29.778742,hotel,3.9,3204
Whispering Suites,Ancient Castle of New York,New York,USA,-91.657482,29.803025,hotel,3.4,1837
Silver Spa,Ancient Castle of New York,New York,USA,-91.626717,29.782601,hotel,4.8,2363
Oasis Suites,Ancient Castle of New York,New York,USA,-91.658224,29.80691,hotel,3.2,3429
Velvet Inn,Ancient Castle of New York,New York,USA,-91.636423,29.7786,hotel,4.0,4120
Prestige Residences,Ancient Castle of New York,New York,USA,-91.626913,29.772709,hotel,3.4,2093
Lunar Palace,Ancient Castle of New York,New York,USA,-91.632071,29.783748,hotel,4.1,2916
Modern Tavern,Ancient Castle of New York,New York,USA,-91.618765,29.791003,restaurant,4.0,1908
Modern Room,Ancient Castle of New York,New York,USA,-91.646365,29.778209,restaurant,4.6,1342
Urban Bistro,Ancient Castle of New York,New York,USA,-91.628915,29.807022,restaurant,4.5,834
Spicy Room,Ancient Castle of New York,New York,USA,-91.629086,29.780047,restaurant,4.4,2198
Red Room,Ancient Castle of New York,New York,USA,-91.64731,29.773008,restaurant,3.8,981
Green House,Ancient Castle of New York,New York,USA,-91.651452,29.769553,restaurant,4.3,1173
Savory Bistro,Ancient Castle of New York,New York,USA,-91.619658,29.791122,restaurant,4.5,567
Savory Table,Ancient Castle of New York,New York,USA,-91.623891,29.788622,restaurant,4.8,2401
Little Bistro,Ancient Castle of New York,New York,USA,-91.639854,29.786606,restaurant,3.8,260
Hidden Grill,Ancient Castle of New York,New York,USA,-91.620987,29.788096,restaurant,4.7,1691
Urban Brasserie,Ancient Castle of New York,New York,USA,-91.655667,29.794165,restaurant,3.6,661
Vintage Cafe,Ancient Castle of New York,New York,USA,-91.620665,29.772394,restaurant,3.9,2335
Central Castle of New York,Central Castle of New York,New York,USA,-92.384664,30.873845,place,4.8,54856
Summit Inn,Central Castle of New York,New York,USA,-92.368324,30.86574,hotel,4.2,3612
Silver Retreat,Central Castle of New York,New York,USA,-92.381919,30.856255,hotel,4.9,912
Emerald Villa,Central Castle of New York,New York,USA,-92.396352,30.862287,hotel,4.3,1386
Sunset Retreat,Central Castle of New York,New York,USA,-92.397711,30.856848,hotel,3.0,3790
Velvet Resort,Central Castle of New York,New York,USA,-92.380911,30.865496,hotel,3.5,2416
Royal Spa,Central Castle of New York,New York,USA,-92.37028,30.856693,hotel,3.5,2267
Velvet Villa,Central Castle of New York,New York,USA,-92.373014,30.877437,hotel,4.6,1720
Grand Resort,Central Castle of New York,New York,USA,-92.400073,30.862838,hotel,3.3,2276
Emerald Inn,Central Castle of New York,New York,USA,-92.398974,30.856231,hotel,4.6,4974
Summit Retreat,Central Castle of New York,New York,USA,-92.371694,30.890693,hotel,3.9,3939
Oasis Suites,Central Castle of New York,New York,USA,-92.3925,30.869946,hotel,3.5,4523
Crest Residences,Central Castle of New York,New York,USA,-92.387153,30.877767,hotel,4.8,2740
Savory Diner,Central Castle of New York,New York,USA,-92.394649,30.857499,restaurant,4.9,2406
Blue Spoon,Central Castle of New York,New York,USA,-92.366632,30.893828,restaurant,4.5,1153
Blue Kitchen,Central Castle of New York,New York,USA,-92.403055,30.884096,restaurant,4.2,2718
Vintage Eatery,Central Castle of New York,New York,USA,-92.368021,30.861105,restaurant,4.4,2650
Green Brasserie,Central Castle of New York,New York,USA,-92.365902,30.872646,restaurant,4.1,1365
Signature Lounge,Central Castle of New York,New York,USA,-92.40048,30.860278,restaurant,4.1,2079
Sweet Grill,Central Castle of New York,New York,USA,-92.378161,30.869864,restaurant,4.6,200
Gourmet Grill,Central Castle of New York,New York,USA,-92.401141,30.863941,restaurant,3.7,1705
Savory Steakhouse,Central Castle of New York,New York,USA,-92.371667,30.853892,restaurant,4.8,1942
Vibrant Fork,Central Castle of New York,New York,USA,-92.402496,30.874583,restaurant,4.4,2091
Little Fork,Central Castle of New York,New York,USA,-92.386982,30.85591,restaurant,3.9,586
Savory Steakhouse,Central Castle of New York,New York,USA,-92.387139,30.881775,restaurant,3.7,2630
National Cathedral of New York,National Cathedral of New York,New York,USA,-94.135659,30.603528,place,4.6,17217
Oasis Haven,National Cathedral of New York,New York,USA,-94.115968,30.620045,hotel,3.9,1062
Whispering Inn,National Cathedral of New York,New York,USA,-94.122373,30.603463,hotel,4.4,4268
Royal Haven,National Cathedral of New York,New York,USA,-94.144722,30.616917,hotel,5.0,2096
Sunset Villa,National Cathedral of New York,New York,USA,-94.133608,30.598872,hotel,4.8,4263
Majestic Resort,National Cathedral of New York,New York,USA,-94.120486,30.618089,hotel,3.6,3499
Solar Resort,National Cathedral of New York,New York,USA,-94.118289,30.603838,hotel,4.6,2417
Aurora Villa,National Cathedral of New York,New York,USA,-94.143716,30.607006,hotel,5.0,4111
Emerald Plaza,National Cathedral of New York,New York,USA,-94.149715,30.605071,hotel,3.7,4621
Ocean Residences,National Cathedral of New York,New York,USA,-94.133921,30.601742,hotel,3.6,1645
Lunar Suites,National Cathedral of New York,New York,USA,-94.146106,30.598847,hotel,4.7,3465
Lunar Palace,National Cathedral of New York,New York,USA,-94.142932,30.602447,hotel,4.8,3223
Royal Palace,National Cathedral of New York,New York,USA,-94.116122,30.615224,hotel,4.3,1346
Golden Room,National Cathedral of New York,New York,USA,-94.117066,30.588578,restaurant,4.9,1409
Signature Steakhouse,National Cathedral of New York,New York,USA,-94.120691,30.60114,restaurant,4.3,1921
Crispy Bar & Grill,National Cathedral of New York,New York,USA,-94.126761,30.599927,restaurant,4.5,682
Little Kitchen,National Cathedral of New York,New York,USA,-94.136879,30.622296,restaurant,4.0,2887
Urban Oven,National Cathedral of New York,New York,USA,-94.129665,30.617599,restaurant,4.8,2235
Hidden Kitchen,National Cathedral of New York,New York,USA,-94.117493,30.6086,restaurant,4.8,2048
Blue Cafe,National Cathedral of New York,New York,USA,-94.154223,30.586265,restaurant,4.4,1227
Signature Eatery,National Cathedral of New York,New York,USA,-94.125788,30.600887,restaurant,3.6,2645
Vintage Oven,National Cathedral of New York,New York,USA,-94.120755,30.601275,restaurant,4.5,168
Golden Spoon,National Cathedral of New York,New York,USA,-94.142684,30.585773,restaurant,4.0,1814
Vintage Cantina,National Cathedral of New York,New York,USA,-94.145891,30.60001,restaurant,4.5,787
Crispy Bistro,National Cathedral of New York,New York,USA,-94.148656,30.607908,restaurant,4.1,2848
National Museum of New York,National Museum of New York,New York,USA,-91.117855,28.972643,place,4.6,38289
Sunset Haven,National Museum of New York,New York,USA,-91.127642,28.953019,hotel,4.6,2456
Crystal Haven,National Museum of New York,New York,USA,-91.115991,28.955597,hotel,4.9,4913
Silver Inn,National Museum of New York,New York,USA,-91.112298,28.969615,hotel,3.5,2574
Sapphire Residences,National Museum of New York,New York,USA,-91.09788,28.986776,hotel,3.2,3224
Sunset Residences,National Museum of New York,New York,USA,-91.123497,28.964478,hotel,4.4,279
Emerald Boutique,National Museum of New York,New York,USA,-91.111526,28.963622,hotel,4.1,501
Diamond Inn,National Museum of New York,New York,USA,-91.108048,28.985957,hotel,4.8,1985
Pinnacle Villa,National Museum of New York,New York,USA,-91.105778,28.961403,hotel,3.4,2153
Velvet Manor,National Museum of New York,New York,USA,-91.107632,28.983342,hotel,4.4,1220
Diamond Palace,National Museum of New York,New York,USA,-91.133969,28.977741,hotel,3.1,3711
Tranquil Haven,National Museum of New York,New York,USA,-91.114672,28.981937,hotel,3.2,2517
Grand Spa,National Museum of New York,New York,USA,-91.107956,28.959669,hotel,3.3,4518
Vibrant Eatery,National Museum of New York,New York,USA,-91.116621,28.989182,restaurant,4.7,1102
Signature Bistro,National Museum of New York,New York,USA,-91.09916,28.964449,restaurant,4.8,521
Sweet Kitchen,National Museum of New York,New York,USA,-91.099339,28.958273,restaurant,4.9,2820
Spicy Bistro,National Museum of New York,New York,USA,-91.110879,28.968539,restaurant,4.8,2332
Vibrant Cafe,National Museum of New York,New York,USA,-91.134243,28.968426,restaurant,3.9,556
Bella Eatery,National Museum of New York,New York,USA,-91.123112,28.982603,restaurant,3.9,1610
Mellow Grill,National Museum of New York,New York,USA,-91.100243,28.956977,restaurant,3.9,152
Little Grill,National Museum of New York,New York,USA,-91.102486,28.975099,restaurant,4.9,956
Signature Kitchen,National Museum of New York,New York,USA,-91.135326,28.985597,restaurant,4.9,1287
Cozy Lounge,National Museum of New York,New York,USA,-91.121523,28.958234,restaurant,4.9,1296
Bella Fork,National Museum of New York,New York,USA,-91.13321,28.962035,restaurant,4.3,1641
Golden Room,National Museum of New York,New York,USA,-91.123015,28.990618,restaurant,4.5,2262
Central Castle of New York,Central Castle of New York,New York,USA,-91.800095,29.018264,place,4.5,17978
Silver Hotel,Central Castle of New York,New York,USA,-91.800521,29.014588,hotel,4.9,368
Grand Boutique,Central Castle of New York,New York,USA,-91.805274,29.015999,hotel,4.9,3071
Golden Spa,Central Castle of New York,New York,USA,-91.780858,29.012957,hotel,4.8,3038
Silver Inn,Central Castle of New York,New York,USA,-91.80417,29.005856,hotel,3.2,3825
Prestige Retreat,Central Castle of New York,New York,USA,-91.793584,29.023932,hotel,4.2,274
Velvet Manor,Central Castle of New York,New York,USA,-91.788623,29.008006,hotel,3.3,4725
Summit Haven,Central Castle of New York,New York,USA,-91.817351,29.02887,hotel,3.4,1869
Grand Resort,Central Castle of New York,New York,USA,-91.785307,29.011406,hotel,3.3,4982
Sunset Residences,Central Castle of New York,New York,USA,-91.809004,29.037625,hotel,5.0,4525
Heritage Residences,Central Castle of New York,New York,USA,-91.788155,29.002661,hotel,4.7,1179
Golden Haven,Central Castle of New York,New York,USA,-91.805765,29.029801,hotel,4.2,229
Royal Villa,Central Castle of New York,New York,USA,-91.80948,29.003334,hotel,3.8,1031
Red Steakhouse,Central Castle of New York,New York,USA,-91.817553,29.016195,restaurant,4.0,2481
Vibrant Cafe,Central Castle of New York,New York,USA,-91.802015,29.007126,restaurant,4.4,2748
Green Cafe,Central Castle of New York,New York,USA,-91.80803,29.023997,restaurant,3.5,2011
Savory Eatery,Central Castle of New York,New York,USA,-91.803044,29.002582,restaurant,4.6,1866
Red Fork,Central Castle of New York,New York,USA,-91.784124,29.011148,restaurant,3.7,566
Red Grill,Central Castle of New York,New York,USA,-91.795122,29.021678,restaurant,4.6,1610
Signature Tavern,Central Castle of New York,New York,USA,-91.798873,29.016412,restaurant,4.4,456
Signature Bistro,Central Castle of New York,New York,USA,-91.815519,29.024452,restaurant,4.8,2308
Red Brasserie,Central Castle of New York,New York,USA,-91.785475,29.015466,restaurant,4.8,1744
Green Cantina,Central Castle of New York,New York,USA,-91.786998,29.014213,restaurant,4.6,1330
Sweet Tavern,Central Castle of New York,New York,USA,-91.807594,29.008459,restaurant,4.9,2863
Classic Diner,Central Castle of New York,New York,USA,-91.81741,29.031535,restaurant,3.6,445
Majestic Palace of New York,Majestic Palace of New York,New York,USA,-92.543688,30.746032,place,4.6,48207
Summit Hotel,Majestic Palace of New York,New York,USA,-92.558799,30.740176,hotel,4.3,3564
Majestic Manor,Majestic Palace of New York,New York,USA,-92.527055,30.72809,hotel,3.6,2659
Pearl Chateau,Majestic Palace of New York,New York,USA,-92.559544,30.746329,hotel,3.3,4050
Summit Chateau,Majestic Palace of New York,New York,USA,-92.529797,30.740037,hotel,4.1,1041
Aurora Villa,Majestic Palace of New York,New York,USA,-92.552546,30.735079,hotel,3.9,4695
Prestige Chateau,Majestic Palace of New York,New York,USA,-92.530951,30.750575,hotel,4.3,315
Emerald Lodge,Majestic Palace of New York,New York,USA,-92.526525,30.759211,hotel,3.5,1577
Majestic Chateau,Majestic Palace of New York,New York,USA,-92.53558,30.738392,hotel,3.7,150
Heritage Resort,Majestic Palace of New York,New York,USA,-92.528894,30.748685,hotel,3.8,1262
Crest Villa,Majestic Palace of New York,New York,USA,-92.538361,30.727259,hotel,4.5,1862
Royal Villa,Majestic Palace of New York,New York,USA,-92.546895,30.739668,hotel,3.7,2757
Oasis Suites,Majestic Palace of New York,New York,USA,-92.526032,30.749881,hotel,4.8,1374
Urban House,Majestic Palace of New York,New York,USA,-92.533511,30.728023,restaurant,3.6,1864
Red Eatery,Majestic Palace of New York,New York,USA,-92.546728,30.750315,restaurant,4.1,932
Hidden Tavern,Majestic Palace of New York,New York,USA,-92.559136,30.743229,restaurant,3.9,2829
The Rustic Grill,Majestic Palace of New York,New York,USA,-92.544223,30.752718,restaurant,3.6,1668
Blue Oven,Majestic Palace of New York,New York,USA,-92.561497,30.734209,restaurant,4.9,612
Bella Plate,Majestic Palace of New York,New York,USA,-92.55211,30.730832,restaurant,4.2,1813
Bella Bite,Majestic Palace of New York,New York,USA,-92.558521,30.747336,restaurant,3.8,2338
Prime Bar & Grill,Majestic Palace of New York,New York,USA,-92.53144,30.728915,restaurant,4.8,223
Blue Brasserie,Majestic Palace of New York,New York,USA,-92.562939,30.762879,restaurant,4.8,2408
Little Spoon,Majestic Palace of New York,New York,USA,-92.540752,30.754412,restaurant,4.1,521
Spicy Kitchen,Majestic Palace of New York,New York,USA,-92.562854,30.739023,restaurant,4.7,2581
Classic Steakhouse,Majestic Palace of New York,New York,USA,-92.530407,30.762823,restaurant,3.6,483
National Bridge of New York,National Bridge of New York,New York,USA,-92.413686,30.496022,place,4.5,45668
Silver Hotel,National Bridge of New York,New York,USA,-92.420106,30.489345,hotel,3.3,4281
Ocean Palace,National Bridge of New York,New York,USA,-92.429125,30.49642,hotel,4.8,2962
Summit Boutique,National Bridge of New York,New York,USA,-92.404591,30.50878,hotel,4.6,2035
Prestige Chateau,National Bridge of New York,New York,USA,-92.427828,30.483913,hotel,4.2,717
Pearl Plaza,National Bridge of New York,New York,USA,-92.395634,30.50114,hotel,3.9,4718
Solar Haven,National Bridge of New York,New York,USA,-92.410507,30.503268,hotel,4.8,2747
Ocean Plaza,National Bridge of New York,New York,USA,-92.394847,30.488668,hotel,3.9,3941
Lunar Suites,National Bridge of New York,New York,USA,-92.408431,30.507875,hotel,4.2,2983
Silver Hotel,National Bridge of New York,New York,USA,-92.430718,30.494492,hotel,3.1,3120
Heritage Plaza,National Bridge of New York,New York,USA,-92.422203,30.501809,hotel,5.0,839
Grand Haven,National Bridge of New York,New York,USA,-92.409923,30.491402,hotel,4.2,436
Velvet Spa,National Bridge of New York,New York,USA,-92.397324,30.498889,hotel,3.4,3996
Signature Grill,National Bridge of New York,New York,USA,-92.427652,30.478497,restaurant,3.7,1456
Red Room,National Bridge of New York,New York,USA,-92.430313,30.501867,restaurant,3.6,2948
Golden Oven,National Bridge of New York,New York,USA,-92.394047,30.496985,restaurant,4.4,1540
Mellow Oven,National Bridge of New York,New York,USA,-92.396969,30.491519,restaurant,4.7,2830
Signature Bistro,National Bridge of New York,New York,USA,-92.431591,30.501258,restaurant,4.0,1400
Gourmet Bar & Grill,National Bridge of New York,New York,USA,-92.411368,30.491485,restaurant,3.9,2739
Gourmet Room,National Bridge of New York,New York,USA,-92.398755,30.489357,restaurant,4.4,629
Little Table,National Bridge of New York,New York,USA,-92.421277,30.502264,restaurant,4.5,578
Gourmet Brasserie,National Bridge of New York,New York,USA,-92.405333,30.479411,restaurant,4.3,2685
Sweet Grill,National Bridge of New York,New York,USA,-92.401159,30.502827,restaurant,4.7,2857
Green Table,National Bridge of New York,New York,USA,-92.429948,30.50284,restaurant,4.3,124
Signature Diner,National Bridge of New York,New York,USA,-92.421331,30.514069,restaurant,4.0,2041
Grand Canyon,Grand Canyon,California,USA,-101.308136,45.182794,place,4.8,71543
