location,landmark,state,country,lon_location,lat_location,type,ratings,total_reviews
Taj Mahal,Taj Taj Mahal Residency,Uttar Pradesh,India,78.0327,27.1654,hotel,3.7,261
Taj Mahal,Leela Taj Mahal Residency,Uttar Pradesh,India,78.0042,27.1971,hotel,3.9,4179
Taj Mahal,Hotel Taj Mahal Suites,Uttar Pradesh,India,78.073,27.1901,hotel,3.1,4620
Taj Mahal,The Grand Taj Mahal Plaza,Uttar Pradesh,India,78.0473,27.2042,hotel,3.8,4133
Taj Mahal,Resort Taj Mahal Suites,Uttar Pradesh,India,78.02,27.1661,hotel,2.9,3892
Taj Mahal,Inn Taj Mahal Boutique,Uttar Pradesh,India,78.0483,27.1498,hotel,2.8,4920
Taj Mahal,Hotel Taj Mahal Lodge,Uttar Pradesh,India,78.057,27.2043,hotel,2.5,3495
Taj Mahal,Hotel Taj Mahal Retreat,Uttar Pradesh,India,78.0585,27.1656,hotel,4.5,1217
Taj Mahal,Inn Taj Mahal Plaza,Uttar Pradesh,India,78.0674,27.158,hotel,5,4059
Taj Mahal,Novotel Taj Mahal Suites,Uttar Pradesh,India,78.0502,27.1966,hotel,4,40
Taj Mahal,Hotel Taj Mahal Lodge,Uttar Pradesh,India,78.0124,27.1646,hotel,3.1,1876
Taj Mahal,Taj Taj Mahal Residency,Uttar Pradesh,India,78.009,27.2127,hotel,2.6,124
Taj Mahal,Resort Taj Mahal Boutique,Uttar Pradesh,India,78.0536,27.2128,hotel,3,1050
Taj Mahal,Inn Taj Mahal View,Uttar Pradesh,India,78.026,27.1688,hotel,3.1,604
Taj Mahal,Leela Taj Mahal Inn,Uttar Pradesh,India,78.0755,27.1453,hotel,3.8,881
Taj Mahal,ITC Taj Mahal Residency,Uttar Pradesh,India,78.0677,27.2079,hotel,5,4408
Taj Mahal,ITC Taj Mahal Retreat,Uttar Pradesh,India,78.076,27.1398,hotel,3.5,4813
Taj Mahal,ITC Taj Mahal View,Uttar Pradesh,India,78.064,27.2082,hotel,4.6,2153
Taj Mahal,Hotel Taj Mahal Palace,Uttar Pradesh,India,78.0582,27.213,hotel,2.8,3013
Taj Mahal,Resort Taj Mahal Lodge,Uttar Pradesh,India,78.0471,27.1763,hotel,4.2,2687
Taj Mahal,Hyatt Taj Mahal Plaza,Uttar Pradesh,India,78.0255,27.2114,hotel,3.2,3244
Taj Mahal,Resort Taj Mahal Residency,Uttar Pradesh,India,78.0174,27.1863,hotel,2.7,1579
Taj Mahal,Hilton Taj Mahal Inn,Uttar Pradesh,India,78.0105,27.1621,hotel,4.7,4972
Taj Mahal,Hyatt Taj Mahal View,Uttar Pradesh,India,78.0372,27.211,hotel,2.8,455
Taj Mahal,Comfort Inn Taj Mahal Palace,Uttar Pradesh,India,78.065,27.1937,hotel,2.7,72
Taj Mahal,Oyo Taj Mahal Plaza,Uttar Pradesh,India,78.0504,27.1688,hotel,4.1,4212
Taj Mahal,Hilton Taj Mahal Retreat,Uttar Pradesh,India,78.0632,27.167,hotel,4.5,4858
Taj Mahal,Radisson Taj Mahal Inn,Uttar Pradesh,India,78.008,27.199,hotel,3.2,1783
Taj Mahal,Radisson Taj Mahal Residency,Uttar Pradesh,India,78.0303,27.1413,hotel,2.6,3278
Taj Mahal,Marriott Taj Mahal Palace,Uttar Pradesh,India,78.0708,27.1788,hotel,4.6,4950
Taj Mahal,Oyo Taj Mahal Suites,Uttar Pradesh,India,78.0128,27.1717,hotel,4.4,1589
Taj Mahal,Taj Taj Mahal Inn,Uttar Pradesh,India,78.0571,27.1818,hotel,4.9,3331
Taj Mahal,Royal Taj Mahal Palace,Uttar Pradesh,India,78.0308,27.1595,hotel,3.5,2841
Taj Mahal,Inn Taj Mahal Residency,Uttar Pradesh,India,78.0442,27.2085,hotel,3.5,902
Taj Mahal,Comfort Inn Taj Mahal Residency,Uttar Pradesh,India,78.0124,27.1665,hotel,4.4,3901
Taj Mahal,Leela Taj Mahal Retreat,Uttar Pradesh,India,78.0097,27.1813,hotel,3.6,4024
Taj Mahal,Oyo Taj Mahal Residency,Uttar Pradesh,India,78.0563,27.19,hotel,3.3,365
Taj Mahal,Novotel Taj Mahal Lodge,Uttar Pradesh,India,78.0246,27.2013,hotel,4.1,2759
Taj Mahal,Leela Taj Mahal Lodge,Uttar Pradesh,India,78.0241,27.1745,hotel,3.8,2763
Taj Mahal,Novotel Taj Mahal Plaza,Uttar Pradesh,India,78.0264,27.1518,hotel,3.1,3602
Taj Mahal,The Grand Taj Mahal Palace,Uttar Pradesh,India,78.057,27.1821,hotel,3.8,631
Taj Mahal,Resort Taj Mahal Palace,Uttar Pradesh,India,78.0762,27.1578,hotel,4.3,4581
Taj Mahal,Royal Taj Mahal Residency,Uttar Pradesh,India,78.0501,27.1776,hotel,5,2805
Taj Mahal,Marriott Taj Mahal Residency,Uttar Pradesh,India,78.0587,27.2046,hotel,4.8,2728
Taj Mahal,Hyatt Taj Mahal View,Uttar Pradesh,India,78.0099,27.1638,hotel,2.9,3250
Taj Mahal,Leela Taj Mahal Plaza,Uttar Pradesh,India,78.0728,27.1847,hotel,3.7,1208
Taj Mahal,ITC Taj Mahal Suites,Uttar Pradesh,India,78.004,27.162,hotel,3.3,3862
Taj Mahal,Hyatt Taj Mahal Plaza,Uttar Pradesh,India,78.0761,27.204,hotel,2.6,2186
Taj Mahal,Comfort Inn Taj Mahal Inn,Uttar Pradesh,India,78.0118,27.2056,hotel,4,3467
Taj Mahal,Taj Taj Mahal Lodge,Uttar Pradesh,India,78.0816,27.1466,hotel,2.6,3199
Taj Mahal,Novotel Taj Mahal Residency,Uttar Pradesh,India,78.033,27.1774,hotel,4.9,697
Taj Mahal,Royal Taj Mahal Retreat,Uttar Pradesh,India,78.014,27.1606,hotel,4,1096
Taj Mahal,Radisson Taj Mahal Suites,Uttar Pradesh,India,78.0808,27.2052,hotel,4.3,1192
Taj Mahal,Resort Taj Mahal Inn,Uttar Pradesh,India,78.0518,27.142,hotel,4.2,2777
Taj Mahal,Radisson Taj Mahal Lodge,Uttar Pradesh,India,78.0051,27.2017,hotel,2.8,2701
Taj Mahal,Oyo Taj Mahal Residency,Uttar Pradesh,India,78.0121,27.1877,hotel,4,3409
Taj Mahal,Novotel Taj Mahal Palace,Uttar Pradesh,India,78.0738,27.1368,hotel,3.4,3650
Taj Mahal,ITC Taj Mahal Suites,Uttar Pradesh,India,78.0625,27.1895,hotel,3.8,983
Taj Mahal,Novotel Taj Mahal Suites,Uttar Pradesh,India,78.0047,27.1983,hotel,3.1,4568
Taj Mahal,Marriott Taj Mahal Residency,Uttar Pradesh,India,78.0194,27.1797,hotel,3.6,4826
Taj Mahal,Radisson Taj Mahal Lodge,Uttar Pradesh,India,78.0373,27.1381,hotel,4.6,4827
Taj Mahal,Novotel Taj Mahal Retreat,Uttar Pradesh,India,78.0594,27.2118,hotel,3.9,1148
Taj Mahal,Radisson Taj Mahal Retreat,Uttar Pradesh,India,78.0722,27.1987,hotel,2.5,368
Taj Mahal,Inn Taj Mahal Retreat,Uttar Pradesh,India,78.0766,27.193,hotel,3.1,344
Taj Mahal,Hyatt Taj Mahal Residency,Uttar Pradesh,India,78.0249,27.1635,hotel,3.3,2840
Taj Mahal,ITC Taj Mahal Plaza,Uttar Pradesh,India,78.0684,27.1624,hotel,4,151
Taj Mahal,The Grand Taj Mahal Suites,Uttar Pradesh,India,78.0281,27.1974,hotel,2.7,1854
Taj Mahal,Inn Taj Mahal Lodge,Uttar Pradesh,India,78.0486,27.1388,hotel,2.8,489
Taj Mahal,Royal Taj Mahal Lodge,Uttar Pradesh,India,78.0238,27.1399,hotel,2.6,3065
Taj Mahal,Radisson Taj Mahal Boutique,Uttar Pradesh,India,78.0715,27.1422,hotel,2.7,2878
Taj Mahal,Inn Taj Mahal Residency,Uttar Pradesh,India,78.0185,27.2131,hotel,4.1,1028
Taj Mahal,Inn Taj Mahal Plaza,Uttar Pradesh,India,78.0327,27.1761,hotel,2.9,3972
Taj Mahal,Resort Taj Mahal Boutique,Uttar Pradesh,India,78.0435,27.1829,hotel,4.7,2402
Taj Mahal,Leela Taj Mahal View,Uttar Pradesh,India,78.0145,27.1989,hotel,3.7,942
Taj Mahal,Inn Taj Mahal Retreat,Uttar Pradesh,India,78.0487,27.142,hotel,3.6,2312
Taj Mahal,Hilton Taj Mahal Retreat,Uttar Pradesh,India,78.0097,27.1629,hotel,4.6,4763
Taj Mahal,Royal Taj Mahal Palace,Uttar Pradesh,India,78.0516,27.1459,hotel,4.8,4703
Taj Mahal,Hilton Taj Mahal Retreat,Uttar Pradesh,India,78.0754,27.179,hotel,2.6,1844
Taj Mahal,The Grand Taj Mahal Inn,Uttar Pradesh,India,78.0374,27.155,hotel,3.5,2144
Taj Mahal,Hilton Taj Mahal Boutique,Uttar Pradesh,India,78.0393,27.1919,hotel,3,2457
Taj Mahal,Leela Taj Mahal Lodge,Uttar Pradesh,India,78.0671,27.1724,hotel,2.8,3936
Taj Mahal,Resort Taj Mahal Suites,Uttar Pradesh,India,78.0379,27.1467,hotel,4.8,2146
Taj Mahal,Hyatt Taj Mahal Retreat,Uttar Pradesh,India,78.0543,27.2065,hotel,4.8,486
Taj Mahal,Hilton Taj Mahal Boutique,Uttar Pradesh,India,78.035,27.1828,hotel,3.9,1385
Taj Mahal,Inn Taj Mahal Retreat,Uttar Pradesh,India,78.0742,27.1867,hotel,4.2,1223
Taj Mahal,Novotel Taj Mahal Retreat,Uttar Pradesh,India,78.072,27.1993,hotel,3.3,4788
Taj Mahal,Novotel Taj Mahal Lodge,Uttar Pradesh,India,78.0151,27.1923,hotel,3.4,4691
Taj Mahal,Inn Taj Mahal Lodge,Uttar Pradesh,India,78.0441,27.1804,hotel,2.8,507
Taj Mahal,Inn Taj Mahal Lodge,Uttar Pradesh,India,78.0354,27.1703,hotel,3.8,3480
Taj Mahal,Radisson Taj Mahal Residency,Uttar Pradesh,India,78.081,27.1685,hotel,4.7,778
Taj Mahal,Comfort Inn Taj Mahal Plaza,Uttar Pradesh,India,78.0627,27.173,hotel,3.3,4687
Taj Mahal,Inn Taj Mahal View,Uttar Pradesh,India,78.074,27.1637,hotel,3.1,4779
Taj Mahal,ITC Taj Mahal Suites,Uttar Pradesh,India,78.07,27.1916,hotel,3.9,2325
Taj Mahal,Hilton Taj Mahal Boutique,Uttar Pradesh,India,78.0506,27.1467,hotel,2.8,4612
Taj Mahal,Leela Taj Mahal Boutique,Uttar Pradesh,India,78.0108,27.1466,hotel,5,326
Taj Mahal,Oyo Taj Mahal Palace,Uttar Pradesh,India,78.0366,27.211,hotel,3.4,75
Taj Mahal,The Grand Taj Mahal Suites,Uttar Pradesh,India,78.0515,27.1611,hotel,4.7,4700
Taj Mahal,The Grand Taj Mahal Palace,Uttar Pradesh,India,78.0088,27.1853,hotel,4.2,3552
Taj Mahal,The Grand Taj Mahal Palace,Uttar Pradesh,India,78.0808,27.1583,hotel,4.4,2635
Taj Mahal,Inn Taj Mahal Suites,Uttar Pradesh,India,78.028,27.2135,hotel,4.7,2037
Taj Mahal,ITC Taj Mahal Retreat,Uttar Pradesh,India,78.0157,27.1797,hotel,2.6,4628
Taj Mahal,Comfort Inn Taj Mahal View,Uttar Pradesh,India,78.033,27.1531,hotel,3,3798
Taj Mahal,Resort Taj Mahal Plaza,Uttar Pradesh,India,78.0042,27.1515,hotel,3.3,414
Taj Mahal,Royal Taj Mahal Boutique,Uttar Pradesh,India,78.0522,27.1721,hotel,4.6,2720
Taj Mahal,Taj Taj Mahal Lodge,Uttar Pradesh,India,78.0376,27.2057,hotel,4.5,781
Taj Mahal,Hotel Taj Mahal Plaza,Uttar Pradesh,India,78.0154,27.177,hotel,3.1,2268
Taj Mahal,Inn Taj Mahal Retreat,Uttar Pradesh,India,78.0293,27.1758,hotel,2.5,580
Taj Mahal,Taj Taj Mahal Inn,Uttar Pradesh,India,78.0145,27.2147,hotel,4.3,2744
Taj Mahal,Royal Taj Mahal View,Uttar Pradesh,India,78.0306,27.1403,hotel,3.7,2597
Taj Mahal,Novotel Taj Mahal Boutique,Uttar Pradesh,India,78.0234,27.1368,hotel,3.2,3608
Taj Mahal,Taj Taj Mahal View,Uttar Pradesh,India,78.0531,27.193,hotel,2.7,2142
Taj Mahal,Novotel Taj Mahal Lodge,Uttar Pradesh,India,78.0094,27.2073,hotel,4.9,1876
Taj Mahal,The Grand Taj Mahal Palace,Uttar Pradesh,India,78.0045,27.1402,hotel,3.2,3163
Taj Mahal,The Grand Taj Mahal Residency,Uttar Pradesh,India,78.0741,27.1443,hotel,4.6,1392
Taj Mahal,Hyatt Taj Mahal Lodge,Uttar Pradesh,India,78.0242,27.2079,hotel,3.1,749
Taj Mahal,The Grand Taj Mahal Inn,Uttar Pradesh,India,78.0667,27.1493,hotel,5,1170
Taj Mahal,The Grand Taj Mahal Lodge,Uttar Pradesh,India,78.0121,27.2111,hotel,3.7,1893
Taj Mahal,Inn Taj Mahal Palace,Uttar Pradesh,India,78.044,27.1716,hotel,3.9,707
Taj Mahal,Resort Taj Mahal Retreat,Uttar Pradesh,India,78.0105,27.2022,hotel,3.9,183
Taj Mahal,Hotel Taj Mahal Retreat,Uttar Pradesh,India,78.0509,27.1493,hotel,4.7,2860
Taj Mahal,Taj Taj Mahal Palace,Uttar Pradesh,India,78.0043,27.2147,hotel,3.9,2635
Taj Mahal,Hilton Taj Mahal Inn,Uttar Pradesh,India,78.0224,27.2146,hotel,2.7,3461
Taj Mahal,Royal Taj Mahal Inn,Uttar Pradesh,India,78.018,27.1419,hotel,4.5,831
Taj Mahal,Inn Taj Mahal Lodge,Uttar Pradesh,India,78.046,27.164,hotel,3.9,4656
Taj Mahal,The Grand Taj Mahal Boutique,Uttar Pradesh,India,78.0078,27.1733,hotel,4.5,4594
Taj Mahal,The Grand Taj Mahal Retreat,Uttar Pradesh,India,78.0052,27.201,hotel,4.5,2180
Taj Mahal,Marriott Taj Mahal Lodge,Uttar Pradesh,India,78.0264,27.1745,hotel,4.2,2991
Taj Mahal,Hotel Taj Mahal Residency,Uttar Pradesh,India,78.0376,27.1707,hotel,4.8,2116
Taj Mahal,Hyatt Taj Mahal View,Uttar Pradesh,India,78.0119,27.1928,hotel,4.7,3064
Taj Mahal,ITC Taj Mahal Boutique,Uttar Pradesh,India,78.0151,27.1571,hotel,4.4,2197
Taj Mahal,The Grand Taj Mahal Retreat,Uttar Pradesh,India,78.0066,27.2142,hotel,3.6,1125
Taj Mahal,Resort Taj Mahal Boutique,Uttar Pradesh,India,78.0355,27.1357,hotel,3.2,4866
Taj Mahal,Comfort Inn Taj Mahal Suites,Uttar Pradesh,India,78.0477,27.184,hotel,4.6,326
Taj Mahal,Hotel Taj Mahal Retreat,Uttar Pradesh,India,78.0729,27.1724,hotel,4.4,291
Taj Mahal,Novotel Taj Mahal Retreat,Uttar Pradesh,India,78.0378,27.1718,hotel,3.4,581
Taj Mahal,Marriott Taj Mahal Inn,Uttar Pradesh,India,78.0704,27.1874,hotel,2.8,387
Taj Mahal,Resort Taj Mahal Plaza,Uttar Pradesh,India,78.0568,27.1675,hotel,4.8,3226
Taj Mahal,Oyo Taj Mahal Plaza,Uttar Pradesh,India,78.0509,27.2099,hotel,3,592
Taj Mahal,The Grand Taj Mahal Boutique,Uttar Pradesh,India,78.0359,27.1382,hotel,3.3,2752
Taj Mahal,Marriott Taj Mahal Lodge,Uttar Pradesh,India,78.004,27.1691,hotel,4.1,4873
Taj Mahal,Leela Taj Mahal Palace,Uttar Pradesh,India,78.0656,27.2086,hotel,4.6,4169
Taj Mahal,Novotel Taj Mahal Palace,Uttar Pradesh,India,78.0133,27.1433,hotel,2.8,2994
Taj Mahal,Hyatt Taj Mahal Boutique,Uttar Pradesh,India,78.0546,27.1711,hotel,4.8,3195
Taj Mahal,Leela Taj Mahal Plaza,Uttar Pradesh,India,78.0379,27.1693,hotel,3,650
Taj Mahal,Leela Taj Mahal Lodge,Uttar Pradesh,India,78.0322,27.1998,hotel,4.3,2777
Taj Mahal,Hilton Taj Mahal Suites,Uttar Pradesh,India,78.0155,27.1953,hotel,3.8,953
Taj Mahal,Novotel Taj Mahal Plaza,Uttar Pradesh,India,78.0624,27.2134,hotel,5,4687
Taj Mahal,ITC Taj Mahal Retreat,Uttar Pradesh,India,78.0412,27.1406,hotel,4.3,442
Taj Mahal,Hyatt Taj Mahal Retreat,Uttar Pradesh,India,78.0462,27.1879,hotel,4.1,3445
Taj Mahal,Marriott Taj Mahal Palace,Uttar Pradesh,India,78.0348,27.1724,hotel,3.1,2664
Taj Mahal,Inn Taj Mahal Suites,Uttar Pradesh,India,78.0116,27.1478,hotel,3.3,4349
Taj Mahal,The Grand Taj Mahal Retreat,Uttar Pradesh,India,78.0214,27.1429,hotel,4.3,813
Taj Mahal,Comfort Inn Taj Mahal Inn,Uttar Pradesh,India,78.0449,27.1645,hotel,3.2,719
Taj Mahal,Royal Taj Mahal Residency,Uttar Pradesh,India,78.0051,27.1706,hotel,4.7,3721
Taj Mahal,Comfort Inn Taj Mahal Plaza,Uttar Pradesh,India,78.0323,27.1769,hotel,3.6,1235
Taj Mahal,Resort Taj Mahal Boutique,Uttar Pradesh,India,78.0035,27.2002,hotel,4.9,2661
Taj Mahal,Resort Taj Mahal Suites,Uttar Pradesh,India,78.0052,27.1616,hotel,3.3,2019
Taj Mahal,Hyatt Taj Mahal View,Uttar Pradesh,India,78.0228,27.1557,hotel,3.7,4794
Taj Mahal,The Grand Taj Mahal Inn,Uttar Pradesh,India,78.0389,27.1883,hotel,3,1171
Taj Mahal,Oyo Taj Mahal Inn,Uttar Pradesh,India,78.0796,27.1439,hotel,4.1,3024
Taj Mahal,Radisson Taj Mahal Residency,Uttar Pradesh,India,78.0451,27.1761,hotel,3.4,3254
Taj Mahal,Novotel Taj Mahal Lodge,Uttar Pradesh,India,78.0421,27.1737,hotel,3.9,2897
Taj Mahal,Silver Taj Mahal Grill,Uttar Pradesh,India,78.0617,27.2079,restaurant,4.4,3226
Taj Mahal,Urban Taj Mahal Kitchen,Uttar Pradesh,India,78.0456,27.1789,restaurant,2.4,1082
Taj Mahal,Famous Taj Mahal Kitchen,Uttar Pradesh,India,78.0174,27.1843,restaurant,2,7328
Taj Mahal,The Great Taj Mahal Diner,Uttar Pradesh,India,78.0446,27.1586,restaurant,3.1,4742
Taj Mahal,Silver Taj Mahal Tandoor,Uttar Pradesh,India,78.0402,27.1535,restaurant,4.8,4362
Taj Mahal,The Great Taj Mahal Bistro,Uttar Pradesh,India,78.0104,27.2071,restaurant,2.4,3990
Taj Mahal,Golden Taj Mahal Kitchen,Uttar Pradesh,India,78.0164,27.1495,restaurant,2.6,6279
Taj Mahal,The Great Taj Mahal Kitchen,Uttar Pradesh,India,78.072,27.1397,restaurant,4.2,1781
Taj Mahal,Famous Taj Mahal Lounge,Uttar Pradesh,India,78.0332,27.1998,restaurant,2,219
Taj Mahal,Spicy Taj Mahal Diner,Uttar Pradesh,India,78.0747,27.1718,restaurant,3.8,6552
Taj Mahal,Spicy Taj Mahal Bites,Uttar Pradesh,India,78.0581,27.1899,restaurant,3.1,6670
Taj Mahal,Golden Taj Mahal Tandoor,Uttar Pradesh,India,78.064,27.1765,restaurant,4.7,4608
Taj Mahal,Silver Taj Mahal Lounge,Uttar Pradesh,India,78.022,27.1685,restaurant,3.3,124
Taj Mahal,Urban Taj Mahal Grill,Uttar Pradesh,India,78.0218,27.182,restaurant,3.4,7018
Taj Mahal,Spicy Taj Mahal Grill,Uttar Pradesh,India,78.0745,27.1386,restaurant,3.3,6309
Taj Mahal,Authentic Taj Mahal Bites,Uttar Pradesh,India,78.0619,27.153,restaurant,2.6,3984
Taj Mahal,Golden Taj Mahal Kitchen,Uttar Pradesh,India,78.0406,27.1384,restaurant,4.8,7443
Taj Mahal,Urban Taj Mahal Eatery,Uttar Pradesh,India,78.0409,27.1498,restaurant,2.1,6812
Taj Mahal,Golden Taj Mahal Eatery,Uttar Pradesh,India,78.0199,27.1669,restaurant,4.3,4321
Taj Mahal,Tasty Taj Mahal Tandoor,Uttar Pradesh,India,78.0628,27.1437,restaurant,2.4,6656
Taj Mahal,Famous Taj Mahal Kitchen,Uttar Pradesh,India,78.0038,27.2072,restaurant,2,4466
Taj Mahal,Authentic Taj Mahal Bistro,Uttar Pradesh,India,78.0067,27.1997,restaurant,2.6,7006
Taj Mahal,Authentic Taj Mahal Restaurant,Uttar Pradesh,India,78.0418,27.1479,restaurant,4.2,133
Taj Mahal,Urban Taj Mahal Kitchen,Uttar Pradesh,India,78.0629,27.2075,restaurant,3.9,702
Taj Mahal,Tasty Taj Mahal Restaurant,Uttar Pradesh,India,78.0119,27.198,restaurant,3.4,6708
Taj Mahal,Tasty Taj Mahal Grill,Uttar Pradesh,India,78.025,27.1436,restaurant,4.2,1695
Taj Mahal,Silver Taj Mahal Lounge,Uttar Pradesh,India,78.043,27.1802,restaurant,4.6,7121
Taj Mahal,Silver Taj Mahal Kitchen,Uttar Pradesh,India,78.0189,27.1749,restaurant,2.4,427
Taj Mahal,Spicy Taj Mahal Diner,Uttar Pradesh,India,78.079,27.1548,restaurant,3.2,5680
Taj Mahal,Famous Taj Mahal Restaurant,Uttar Pradesh,India,78.0818,27.1448,restaurant,2.6,7210
Taj Mahal,Urban Taj Mahal Grill,Uttar Pradesh,India,78.0419,27.2003,restaurant,3.4,6516
Taj Mahal,Golden Taj Mahal Restaurant,Uttar Pradesh,India,78.0151,27.1446,restaurant,4.7,6536
Taj Mahal,Spicy Taj Mahal Tandoor,Uttar Pradesh,India,78.0327,27.2052,restaurant,3.2,4680
Taj Mahal,Golden Taj Mahal Lounge,Uttar Pradesh,India,78.0676,27.1797,restaurant,4.1,5742
Taj Mahal,Street Taj Mahal Kitchen,Uttar Pradesh,India,78.0508,27.1988,restaurant,3.8,6641
Taj Mahal,Authentic Taj Mahal Dhaba,Uttar Pradesh,India,78.0099,27.205,restaurant,3.6,7524
Taj Mahal,The Great Taj Mahal Restaurant,Uttar Pradesh,India,78.0467,27.1571,restaurant,4.7,6914
Taj Mahal,Tasty Taj Mahal Kitchen,Uttar Pradesh,India,78.0787,27.192,restaurant,2.3,71
Taj Mahal,Golden Taj Mahal Cafe,Uttar Pradesh,India,78.0454,27.1791,restaurant,2.1,1097
Taj Mahal,Tasty Taj Mahal Bistro,Uttar Pradesh,India,78.0604,27.2018,restaurant,4,2475
Taj Mahal,Royal Taj Mahal Lounge,Uttar Pradesh,India,78.0757,27.1355,restaurant,3.6,5267
Taj Mahal,The Great Taj Mahal Bistro,Uttar Pradesh,India,78.0128,27.1973,restaurant,3.9,567
Taj Mahal,Authentic Taj Mahal Grill,Uttar Pradesh,India,78.0268,27.1394,restaurant,3.1,5177
Taj Mahal,Royal Taj Mahal Restaurant,Uttar Pradesh,India,78.0655,27.1814,restaurant,4.6,656
Taj Mahal,Silver Taj Mahal Kitchen,Uttar Pradesh,India,78.031,27.1915,restaurant,2,6294
Taj Mahal,Silver Taj Mahal Restaurant,Uttar Pradesh,India,78.0112,27.165,restaurant,2.3,6061
Taj Mahal,Golden Taj Mahal Lounge,Uttar Pradesh,India,78.01,27.1735,restaurant,3.6,146
Taj Mahal,Royal Taj Mahal Bites,Uttar Pradesh,India,78.0354,27.1718,restaurant,4.7,6132
Taj Mahal,Urban Taj Mahal Bites,Uttar Pradesh,India,78.0378,27.1455,restaurant,3.5,7819
